	QualifiedName	Name	Complexity	Coupling	Size	Lack of Cohesion	CBO	RFC	SRFC	DIT	NOC	WMC	LOC	CMLOC	NOF	NOSF	NOM	NOSM	NORM	LCOM	LCAM	LTCC	ATFD	SI
381	org.tribuo.evaluation.metrics.MetricContext<T>	MetricContext	low	low	low	low	2.0	2.0	0.0	0.0	5.0	2.0	18.0	4.0	2.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
382	org.tribuo.evaluation.metrics.MetricID<T>	MetricID	low	low	low	low	0.0	0.0	0.0	1.0	0.0	0.0	10.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
383	org.tribuo.evaluation.metrics.MetricTarget<T>	MetricTarget	low	low	low	low	2.0	5.0	0.0	0.0	0.0	5.0	35.0	15.0	2.0	2.0	3.0	2.0	0.0	0.75	0.533	0.7	0.0	0.0
384	<Package>org.tribuo.hash	org.tribuo.hash	low	low-medium	medium-high	low						27.0	301.0											
385	org.tribuo.hash.HashCodeHasher	HashCodeHasher	low	low	low	low	1.0	2.0	0.0	1.0	0.0	2.0	48.0	4.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
386	org.tribuo.hash.HashedFeatureMap	HashedFeatureMap	low-medium	low	low	low	4.0	3.0	1.0	2.0	0.0	6.0	36.0	20.0	1.0	1.0	1.0	1.0	2.0	1.5	0.167	0.0	0.0	4.0
387	org.tribuo.hash.Hasher	Hasher	low	low	low	low	0.0	0.0	0.0	0.0	3.0	0.0	7.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
388	org.tribuo.hash.HashingOptions	HashingOptions	low	low	low	low	2.0	1.0	0.0	0.0	0.0	2.0	32.0	6.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
389	org.tribuo.hash.HashingTrainer<T>	HashingTrainer	low	low	low	low	3.0	5.0	1.0	0.0	0.0	4.0	25.0	10.0	2.0	0.0	4.0	0.0	0.0	0.5	0.5	0.667	0.0	0.0
390	org.tribuo.hash.MessageDigestHasher	MessageDigestHasher	low	low	low-medium	low	1.0	3.0	0.0	1.0	0.0	5.0	86.0	16.0	2.0	1.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	333.0
391	org.tribuo.hash.ModHashCodeHasher	ModHashCodeHasher	low	low	low-medium	low	1.0	3.0	0.0	1.0	0.0	3.0	67.0	7.0	2.0	1.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	333.0
392	<Package>org.tribuo.impl	org.tribuo.impl	low	low	low-medium	low						149.0	913.0											
393	org.tribuo.impl.ArrayExample<T>	ArrayExample	low-medium	low-medium	medium-high	medium-high	6.0	26.0	9.0	1.0	1.0	49.0	306.0	148.0	2.0	2.0	20.0	0.0	2.0	0.625	0.783	0.483	1.0	0.1
394	org.tribuo.impl.BinaryFeaturesExample<T>	BinaryFeaturesExample	low-medium	low-medium	low-medium	medium-high	5.0	25.0	8.0	1.0	0.0	36.0	233.0	104.0	1.0	2.0	20.0	2.0	3.0	0.741	0.783	0.895	1.0	0.15
395	org.tribuo.impl.IndexedArrayExample<T>	IndexedArrayExample	low-medium	low-medium	low-medium	medium-high	5.0	22.0	11.0	2.0	0.0	22.0	206.0	95.0	4.0	1.0	11.0	0.0	8.0	0.667	0.773	0.333	2.0	1455.0
396	org.tribuo.impl.ListExample<T>	ListExample	low-medium	low-medium	low-medium	medium-high	6.0	21.0	8.0	1.0	0.0	32.0	168.0	94.0	0.0	1.0	16.0	0.0	2.0	0.0	0.789	0.0	1.0	125.0
397	<Package>org.tribuo.interop	org.tribuo.interop	low	low	low	low						10.0	145.0											
398	org.tribuo.interop.ExternalDatasetProvenance	ExternalDatasetProvenance	low	low	low	low	0.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
399	org.tribuo.interop.ExternalModel<T,U,V>	ExternalModel	low	low	low-medium	low-medium	4.0	14.0	8.0	1.0	4.0	9.0	98.0	29.0	3.0	2.0	7.0	0.0	1.0	1.133	0.643	0.667	0.0	143.0
400	org.tribuo.interop.ExternalTrainerProvenance	ExternalTrainerProvenance	low	low	low	low	3.0	1.0	0.0	0.0	0.0	1.0	41.0	3.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
401	<Package>org.tribuo.interop.onnx	org.tribuo.interop.onnx	low	low-medium	low-medium	low						54.0	491.0											
402	org.tribuo.interop.onnx.DenseTransformer	DenseTransformer	low	low	low	low	5.0	5.0	3.0	0.0	0.0	6.0	33.0	16.0	1.0	3.0	3.0	0.0	0.0	0.0	0.333	1.0	0.0	0.0
403	org.tribuo.interop.onnx.ExampleTransformer	ExampleTransformer	low	low	low	low	3.0	1.0	0.0	1.0	2.0	2.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
404	org.tribuo.interop.onnx.ImageTransformer	ImageTransformer	low	low	low	low	4.0	6.0	1.0	0.0	0.0	11.0	50.0	20.0	3.0	1.0	5.0	0.0	0.0	0.375	0.6	0.5	0.0	0.0
405	org.tribuo.interop.onnx.LabelTransformer	LabelTransformer	low	low	low-medium	low	5.0	6.0	2.0	0.0	0.0	9.0	101.0	23.0	0.0	1.0	4.0	0.0	0.0	0.0	0.5	0.0	1.0	0.0
406	org.tribuo.interop.onnx.ONNXExternalModel<T>	ONNXExternalModel	low-medium	low-medium	low-medium	low	8.0	8.0	5.0	2.0	0.0	10.0	155.0	26.0	6.0	1.0	3.0	0.0	0.0	0.857	0.444	0.0	0.0	0.0
407	org.tribuo.interop.onnx.OutputTransformer<T>	OutputTransformer	low	low	low	low	0.0	1.0	0.0	1.0	2.0	5.0	6.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
408	org.tribuo.interop.onnx.RegressorTransformer	RegressorTransformer	low	low	low-medium	low	1.0	2.0	0.0	0.0	0.0	2.0	71.0	6.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
409	org.tribuo.interop.onnx.TestOnnxRuntime	TestOnnxRuntime	low	medium-high	low-medium	low	15.0	10.0	7.0	0.0	0.0	9.0	72.0	71.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
410	<Package>org.tribuo.interop.onnx.extractors	org.tribuo.interop.onnx.extractors	low	low	low-medium	low						38.0	486.0											
411	org.tribuo.interop.onnx.extractors.BERTFeatureExtractor<T>	BERTFeatureExtractor	low-medium	medium-high	medium-high	medium-high	15.0	16.0	7.0	0.0	0.0	32.0	426.0	102.0	9.0	2.0	9.0	0.0	0.0	0.955	0.704	0.7	0.0	0.0
412	org.tribuo.interop.onnx.extractors.BERTFeatureExtractorTest	BERTFeatureExtractorTest	low	low	low-medium	low	5.0	4.0	2.0	0.0	0.0	6.0	60.0	59.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
413	<Package>org.tribuo.interop.tensorflow	org.tribuo.interop.tensorflow	low	medium-high	medium-high	low						195.0	1967.0											
414	org.tribuo.interop.tensorflow.ClassificationTest	ClassificationTest	low	high	low-medium	low	28.0	36.0	21.0	0.0	0.0	16.0	257.0	197.0	0.0	3.0	2.0	3.0	0.0	0.0	0.6	1.0	3.0	0.0
415	org.tribuo.interop.tensorflow.DenseFeatureConverter	DenseFeatureConverter	low	medium-high	low-medium	low	11.0	15.0	11.0	0.0	0.0	15.0	69.0	35.0	1.0	3.0	6.0	0.0	0.0	0.5	0.5	1.0	1.0	0.0
416	org.tribuo.interop.tensorflow.FeatureConverter	FeatureConverter	low	low	low	low	4.0	2.0	0.0	1.0	2.0	5.0	6.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.375	0.0	0.0	0.0
417	org.tribuo.interop.tensorflow.GradientOptimiser	GradientOptimiser	low	low	low-medium	low	0.0	0.0	0.0	0.0	0.0	0.0	99.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
418	org.tribuo.interop.tensorflow.ImageConverter	ImageConverter	low	low-medium	low-medium	low	10.0	13.0	8.0	0.0	0.0	15.0	83.0	35.0	4.0	1.0	7.0	0.0	0.0	0.65	0.536	0.5	1.0	0.0
419	org.tribuo.interop.tensorflow.ImageConverterTest	ImageConverterTest	low	low-medium	low-medium	low	8.0	12.0	5.0	0.0	0.0	3.0	91.0	90.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
420	org.tribuo.interop.tensorflow.LabelConverter	LabelConverter	low-medium	low-medium	low-medium	low	10.0	24.0	18.0	0.0	0.0	27.0	124.0	77.0	0.0	1.0	10.0	0.0	0.0	0.0	0.6	0.0	1.0	0.0
421	org.tribuo.interop.tensorflow.MultiLabelConverter	MultiLabelConverter	low-medium	medium-high	low-medium	low-medium	13.0	23.0	16.0	0.0	0.0	25.0	123.0	74.0	0.0	2.0	9.0	0.0	0.0	1.0	0.603	1.0	0.0	0.0
422	org.tribuo.interop.tensorflow.OutputConverter<T>	OutputConverter	low	low	low	low	4.0	4.0	0.0	1.0	3.0	9.0	10.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0
423	org.tribuo.interop.tensorflow.RegressionTest	RegressionTest	low	medium-high	low	low	14.0	13.0	5.0	0.0	0.0	2.0	43.0	41.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
424	org.tribuo.interop.tensorflow.RegressorConverter	RegressorConverter	low	medium-high	low-medium	low	11.0	21.0	16.0	0.0	0.0	16.0	92.0	47.0	0.0	1.0	7.0	0.0	0.0	0.0	0.595	0.0	1.0	0.0
425	org.tribuo.interop.tensorflow.TensorFlowCheckpointModel<T>	TensorFlowCheckpointModel	low-medium	low	low-medium	low	4.0	5.0	2.0	2.0	0.0	4.0	58.0	13.0	1.0	1.0	3.0	0.0	0.0	1.0	0.0	0.333	1.0	0.0
426	org.tribuo.interop.tensorflow.TensorFlowFrozenExternalModel<T>	TensorFlowFrozenExternalModel	low-medium	low-medium	low-medium	low-medium	9.0	12.0	8.0	2.0	0.0	6.0	105.0	19.0	4.0	1.0	4.0	0.0	0.0	1.0	0.625	0.0	1.0	0.0
427	org.tribuo.interop.tensorflow.TensorFlowModel<T>	TensorFlowModel	low	low-medium	low-medium	low	9.0	15.0	8.0	1.0	2.0	8.0	91.0	25.0	6.0	1.0	4.0	0.0	1.0	0.905	0.5	0.667	0.0	0.25
428	org.tribuo.interop.tensorflow.TensorFlowNativeModel<T>	TensorFlowNativeModel	low-medium	low	low	low	0.0	0.0	0.0	2.0	0.0	0.0	31.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
429	org.tribuo.interop.tensorflow.TensorFlowSavedModelExternalModel<T>	TensorFlowSavedModelExternalModel	low-medium	low-medium	low-medium	low	7.0	9.0	4.0	2.0	0.0	6.0	99.0	22.0	3.0	1.0	4.0	0.0	0.0	1.0	0.55	0.0	1.0	0.0
430	org.tribuo.interop.tensorflow.TensorFlowTrainer<T>	TensorFlowTrainer	low	medium-high	medium-high	low	11.0	11.0	6.0	0.0	0.0	17.0	315.0	46.0	12.0	0.0	6.0	0.0	0.0	1.292	0.556	1.0	0.0	0.0
431	org.tribuo.interop.tensorflow.TensorFlowUtil	TensorFlowUtil	low	low	low-medium	low	5.0	6.0	4.0	0.0	0.0	7.0	102.0	26.0	0.0	0.0	1.0	1.0	0.0	0.0	0.333	0.0	0.0	0.0
432	org.tribuo.interop.tensorflow.TensorMap	TensorMap	low	low	low	low	2.0	3.0	1.0	0.0	0.0	5.0	30.0	11.0	1.0	0.0	2.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0
433	org.tribuo.interop.tensorflow.TrainTest	TrainTest	low	low	low-medium	low	0.0	0.0	0.0	0.0	0.0	0.0	139.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
434	<Package>org.tribuo.interop.tensorflow.example	org.tribuo.interop.tensorflow.example	low	low	low	low						2.0	92.0											
435	org.tribuo.interop.tensorflow.example.CNNExamples	CNNExamples	low	low	low	low	0.0	1.0	0.0	0.0	0.0	1.0	48.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
436	org.tribuo.interop.tensorflow.example.GraphDefTuple	GraphDefTuple	low	low	low	low	1.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
437	org.tribuo.interop.tensorflow.example.MLPExamples	MLPExamples	low	low	low	low	0.0	1.0	0.0	0.0	0.0	1.0	34.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
438	<Package>org.tribuo.interop.tensorflow.sequence	org.tribuo.interop.tensorflow.sequence	low	low	low	low						18.0	249.0											
439	org.tribuo.interop.tensorflow.sequence.SequenceFeatureConverter	SequenceFeatureConverter	low	low	low	low	3.0	1.0	0.0	1.0	0.0	3.0	4.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
440	org.tribuo.interop.tensorflow.sequence.SequenceOutputConverter<T>	SequenceOutputConverter	low	low	low	low	3.0	1.0	0.0	1.0	0.0	4.0	5.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
441	org.tribuo.interop.tensorflow.sequence.TensorFlowSequenceModel<T>	TensorFlowSequenceModel	low	low	low-medium	low	4.0	3.0	2.0	1.0	0.0	3.0	64.0	6.0	4.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
442	org.tribuo.interop.tensorflow.sequence.TensorFlowSequenceTrainer<T>	TensorFlowSequenceTrainer	low	low-medium	low-medium	low	7.0	6.0	0.0	0.0	0.0	6.0	176.0	14.0	8.0	0.0	6.0	0.0	0.0	1.625	0.556	1.0	0.0	0.0
443	<Package>org.tribuo.json	org.tribuo.json	low	low	low-medium	low						16.0	350.0											
444	org.tribuo.json.JsonDataSource<T>	JsonDataSource	low	low	low-medium	low	3.0	4.0	0.0	1.0	0.0	5.0	77.0	14.0	1.0	0.0	4.0	0.0	1.0	0.0	0.0	0.667	0.0	0.25
445	org.tribuo.json.JsonDataSourceTest	JsonDataSourceTest	low	medium-high	low	low	15.0	5.0	3.0	0.0	0.0	4.0	35.0	34.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
446	org.tribuo.json.JsonFileIterator	JsonFileIterator	low-medium	low	low-medium	low	1.0	2.0	1.0	2.0	0.0	1.0	53.0	3.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
447	org.tribuo.json.JsonUtil	JsonUtil	low	low	low	low	0.0	1.0	0.0	0.0	0.0	1.0	16.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
448	org.tribuo.json.StripProvenance	StripProvenance	low	low	low-medium	low	0.0	1.0	0.0	0.0	0.0	1.0	169.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
449	<Package>org.tribuo.math	org.tribuo.math	low	low	low	low						30.0	74.0											
450	org.tribuo.math.FeedForwardParameters	FeedForwardParameters	low	low	low	low	4.0	3.0	0.0	1.0	1.0	3.0	4.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.333	0.0	0.0	0.0
451	org.tribuo.math.LinearParameters	LinearParameters	low	low-medium	low-medium	low-medium	7.0	22.0	8.0	0.0	0.0	17.0	58.0	53.0	2.0	2.0	11.0	0.0	0.0	0.75	0.697	0.491	0.0	0.0
452	org.tribuo.math.Parameters	Parameters	low	low	low	low	1.0	5.0	0.0	1.0	2.0	5.0	6.0	5.0	0.0	0.0	5.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0
453	org.tribuo.math.StochasticGradientOptimiser	StochasticGradientOptimiser	low	low	low	low	2.0	5.0	0.0	1.0	8.0	5.0	6.0	5.0	0.0	0.0	5.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0
454	<Package>org.tribuo.math.kernel	org.tribuo.math.kernel	low	low	low	low						16.0	71.0											
455	org.tribuo.math.kernel.Kernel	Kernel	low	low	low	low	1.0	1.0	0.0	1.0	4.0	1.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
456	org.tribuo.math.kernel.Linear	Linear	low	low	low	low	2.0	8.0	1.0	0.0	0.0	3.0	12.0	7.0	0.0	1.0	3.0	0.0	0.0	0.0	0.333	0.0	0.0	0.0
457	org.tribuo.math.kernel.Polynomial	Polynomial	low	low	low	low	2.0	9.0	1.0	0.0	0.0	4.0	22.0	11.0	3.0	1.0	4.0	0.0	0.0	0.5	0.5	0.667	0.0	0.0
458	org.tribuo.math.kernel.RBF	RBF	low	low	low	low	3.0	11.0	2.0	0.0	0.0	4.0	16.0	9.0	1.0	1.0	4.0	0.0	0.0	1.0	0.5	0.667	0.0	0.0
459	org.tribuo.math.kernel.Sigmoid	Sigmoid	low	low	low	low	2.0	9.0	1.0	0.0	0.0	4.0	19.0	10.0	2.0	1.0	4.0	0.0	0.0	0.667	0.5	0.667	0.0	0.0
460	<Package>org.tribuo.math.la	org.tribuo.math.la	medium-high	low-medium	medium-high	low						682.0	3729.0											
461	org.tribuo.math.la.DenseMatrix	DenseMatrix	very-high	low-medium	high	medium-high	8.0	55.0	23.0	0.0	2.0	140.0	466.0	357.0	5.0	2.0	41.0	1.0	0.0	0.687	0.778	0.357	0.0	0.0
462	org.tribuo.math.la.DenseMatrixTest	DenseMatrixTest	medium-high	low	high	low	3.0	74.0	51.0	0.0	0.0	54.0	1053.0	1052.0	0.0	0.0	7.0	46.0	0.0	0.0	0.491	0.0	0.0	0.0
463	org.tribuo.math.la.DenseSparseMatrix	DenseSparseMatrix	medium-high	low-medium	medium-high	medium-high	7.0	47.0	28.0	0.0	0.0	74.0	309.0	203.0	4.0	1.0	27.0	1.0	0.0	0.661	0.778	0.537	0.0	0.0
464	org.tribuo.math.la.DenseVector	DenseVector	medium-high	medium-high	medium-high	high	11.0	47.0	15.0	0.0	2.0	93.0	357.0	256.0	2.0	1.0	35.0	2.0	0.0	0.667	0.805	0.408	1.0	0.0
465	org.tribuo.math.la.DenseVectorTest	DenseVectorTest	low-medium	low-medium	low-medium	low-medium	7.0	47.0	33.0	0.0	0.0	25.0	185.0	184.0	0.0	0.0	9.0	16.0	0.0	0.0	0.613	0.0	0.0	0.0
466	org.tribuo.math.la.Matrix	Matrix	low	low	low	medium-high	2.0	13.0	0.0	1.0	2.0	13.0	14.0	13.0	0.0	0.0	13.0	0.0	0.0	0.0	0.714	0.0	0.0	0.0
467	org.tribuo.math.la.MatrixIterator	MatrixIterator	low	low	low	low	1.0	2.0	1.0	1.0	4.0	2.0	12.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0
468	org.tribuo.math.la.MatrixTuple	MatrixTuple	low	low	low	low	0.0	3.0	0.0	0.0	0.0	3.0	28.0	11.0	3.0	0.0	3.0	0.0	0.0	0.0	0.333	0.0	0.0	0.0
469	org.tribuo.math.la.SGDVector	SGDVector	low-medium	low	low-medium	low-medium	2.0	26.0	7.0	1.0	2.0	27.0	38.0	26.0	0.0	0.0	26.0	0.0	0.0	0.0	0.669	0.0	0.0	0.0
470	org.tribuo.math.la.SparseVector	SparseVector	very-high	medium-high	medium-high	high	14.0	56.0	21.0	0.0	0.0	133.0	620.0	408.0	4.0	1.0	33.0	5.0	0.0	0.65	0.818	0.73	1.0	0.0
471	org.tribuo.math.la.SparseVectorTest	SparseVectorTest	medium-high	low-medium	medium-high	low-medium	10.0	86.0	49.0	0.0	0.0	69.0	512.0	490.0	0.0	0.0	34.0	9.0	0.0	0.0	0.669	0.0	0.0	0.0
472	org.tribuo.math.la.Tensor	Tensor	low	low	low	low	0.0	9.0	1.0	1.0	2.0	12.0	25.0	9.0	0.0	0.0	7.0	2.0	0.0	0.0	0.556	0.0	0.0	0.0
473	org.tribuo.math.la.VectorDistanceTest	VectorDistanceTest	low	low	low-medium	low	3.0	21.0	12.0	0.0	0.0	7.0	75.0	74.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
474	org.tribuo.math.la.VectorIterator	VectorIterator	low	low	low	low	1.0	2.0	1.0	1.0	4.0	2.0	7.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0
475	org.tribuo.math.la.VectorTuple	VectorTuple	low	low	low	low	0.0	3.0	0.0	0.0	0.0	3.0	28.0	11.0	2.0	1.0	3.0	0.0	0.0	0.5	0.333	0.0	0.0	0.0
476	<Package>org.tribuo.math.optimisers	org.tribuo.math.optimisers	low	low-medium	medium-high	low						167.0	747.0											
477	org.tribuo.math.optimisers.AdaDelta	AdaDelta	low	low	low	low	3.0	10.0	2.0	0.0	0.0	9.0	41.0	31.0	4.0	0.0	8.0	0.0	0.0	0.563	0.594	0.786	0.0	0.0
478	org.tribuo.math.optimisers.AdaGrad	AdaGrad	low	low	low	low	3.0	10.0	2.0	0.0	0.0	11.0	43.0	31.0	4.0	0.0	8.0	0.0	0.0	0.75	0.594	0.81	0.0	0.0
479	org.tribuo.math.optimisers.AdaGradRDA	AdaGradRDA	low	low	low-medium	low-medium	3.0	13.0	4.0	0.0	0.0	15.0	264.0	46.0	6.0	0.0	9.0	0.0	0.0	0.5	0.667	0.786	0.0	0.0
480	org.tribuo.math.optimisers.Adam	Adam	low	low	low-medium	low	3.0	10.0	2.0	0.0	0.0	9.0	55.0	40.0	7.0	0.0	8.0	0.0	0.0	0.5	0.594	0.714	0.0	0.0
481	org.tribuo.math.optimisers.GradientOptimiserOptions	GradientOptimiserOptions	low	low-medium	low-medium	low	10.0	4.0	3.0	0.0	0.0	11.0	63.0	37.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
482	org.tribuo.math.optimisers.LinearDecaySGD	LinearDecaySGD	low	low	low	low	1.0	5.0	0.0	1.0	0.0	5.0	15.0	11.0	0.0	0.0	5.0	0.0	0.0	0.0	0.467	0.0	0.0	0.0
483	org.tribuo.math.optimisers.ParameterAveraging	ParameterAveraging	low	low	low	low-medium	3.0	14.0	6.0	0.0	0.0	10.0	40.0	31.0	4.0	0.0	8.0	0.0	0.0	0.55	0.7	0.381	0.0	0.0
484	org.tribuo.math.optimisers.Pegasos	Pegasos	low	low-medium	low-medium	low-medium	6.0	12.0	4.0	0.0	0.0	14.0	54.0	44.0	4.0	0.0	8.0	0.0	0.0	0.55	0.625	0.524	0.0	0.0
485	org.tribuo.math.optimisers.RMSProp	RMSProp	low	low	low-medium	low-medium	5.0	10.0	2.0	0.0	0.0	13.0	62.0	45.0	7.0	0.0	9.0	0.0	0.0	0.657	0.611	0.643	0.0	0.0
486	org.tribuo.math.optimisers.SGD	SGD	low	low-medium	low-medium	low	6.0	17.0	4.0	0.0	3.0	19.0	80.0	56.0	5.0	0.0	8.0	6.0	0.0	0.6	0.586	0.945	0.0	0.0
487	org.tribuo.math.optimisers.SimpleSGD	SimpleSGD	low	low	low	low	1.0	5.0	0.0	1.0	0.0	5.0	15.0	11.0	0.0	0.0	5.0	0.0	0.0	0.0	0.467	0.0	0.0	0.0
488	org.tribuo.math.optimisers.SqrtDecaySGD	SqrtDecaySGD	low	low	low	low	1.0	5.0	0.0	1.0	0.0	5.0	15.0	11.0	0.0	0.0	5.0	0.0	0.0	0.0	0.467	0.0	0.0	0.0
489	<Package>org.tribuo.math.optimisers.util	org.tribuo.math.optimisers.util	low	low	low	low						48.0	240.0											
490	org.tribuo.math.optimisers.util.ShrinkingMatrix	ShrinkingMatrix	low	low	low-medium	low-medium	4.0	11.0	4.0	1.0	0.0	15.0	108.0	50.0	7.0	0.0	9.0	0.0	6.0	0.738	0.685	0.714	0.0	667.0
491	org.tribuo.math.optimisers.util.ShrinkingTensor	ShrinkingTensor	low	low	low	low	1.0	1.0	0.0	1.0	2.0	1.0	3.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
492	org.tribuo.math.optimisers.util.ShrinkingVector	ShrinkingVector	low-medium	low	low-medium	medium-high	3.0	20.0	6.0	1.0	0.0	23.0	129.0	84.0	7.0	0.0	16.0	0.0	10.0	0.69	0.719	0.648	0.0	625.0
493	<Package>org.tribuo.math.util	org.tribuo.math.util	low	low	low-medium	low						55.0	301.0											
494	org.tribuo.math.util.ExpNormalizer	ExpNormalizer	low	low	low	low	0.0	2.0	1.0	0.0	0.0	6.0	19.0	17.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
495	org.tribuo.math.util.HeapMerger	HeapMerger	low	low	low-medium	low	2.0	10.0	7.0	0.0	0.0	10.0	65.0	30.0	0.0	1.0	2.0	0.0	0.0	0.0	0.333	0.0	0.0	0.0
496	org.tribuo.math.util.MatrixHeapMerger	MatrixHeapMerger	low	low	low-medium	low	4.0	12.0	9.0	0.0	0.0	12.0	63.0	60.0	0.0	1.0	2.0	0.0	0.0	0.0	0.333	0.0	0.0	0.0
497	org.tribuo.math.util.Merger	Merger	low	low	low	low	2.0	2.0	0.0	1.0	2.0	2.0	3.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.333	0.0	0.0	0.0
498	org.tribuo.math.util.MergerTest	MergerTest	low	low	low-medium	low	5.0	15.0	12.0	0.0	0.0	11.0	105.0	104.0	0.0	0.0	11.0	0.0	0.0	0.0	0.455	0.0	0.0	0.0
499	org.tribuo.math.util.NoopNormalizer	NoopNormalizer	low	low	low	low	0.0	2.0	0.0	0.0	0.0	2.0	7.0	5.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
500	org.tribuo.math.util.Normalizer	Normalizer	low	low	low	low	0.0	2.0	1.0	0.0	0.0	6.0	20.0	18.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
501	org.tribuo.math.util.SigmoidNormalizer	SigmoidNormalizer	low	low	low	low	0.0	3.0	2.0	0.0	0.0	4.0	13.0	11.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
502	org.tribuo.math.util.VectorNormalizer	VectorNormalizer	low	low	low	low	0.0	2.0	1.0	1.0	4.0	2.0	6.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
503	<Package>org.tribuo.multilabel	org.tribuo.multilabel	low	low-medium	medium-high	low						91.0	625.0											
504	org.tribuo.multilabel.ImmutableMultiLabelInfo	ImmutableMultiLabelInfo	low	low	low-medium	low-medium	2.0	9.0	1.0	1.0	0.0	11.0	113.0	44.0	0.0	1.0	8.0	0.0	1.0	0.0	0.675	0.0	0.0	125.0
505	org.tribuo.multilabel.IndependentMultiLabelTest	IndependentMultiLabelTest	low	low-medium	low	low	8.0	16.0	5.0	0.0	0.0	3.0	22.0	21.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
506	org.tribuo.multilabel.MultiLabel	MultiLabel	low-medium	low-medium	low-medium	low	5.0	13.0	4.0	0.0	0.0	30.0	165.0	80.0	1.0	2.0	9.0	0.0	0.0	0.833	0.583	0.833	1.0	0.0
507	org.tribuo.multilabel.MultiLabelFactory	MultiLabelFactory	low	low-medium	low-medium	low	6.0	7.0	0.0	0.0	0.0	9.0	71.0	25.0	0.0	4.0	7.0	0.0	0.0	1.125	0.429	1.0	0.0	0.0
